0,2022-11-16 10:44:06.925,2022-11-16 10:44:06.925,0,56
1,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,1,6
2,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,2,968
3,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,3,979
4,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,4,666
5,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,5,214
6,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,6,400
7,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,7,848
8,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,8,254
9,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,9,507
10,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,10,775
11,2022-11-16 10:44:06.935,2022-11-16 10:44:06.935,11,7
12,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,12,6
13,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,13,437
14,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,14,22
15,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,15,511
16,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,16,183
17,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,17,167
18,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,18,254
19,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,19,311
20,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,20,876
21,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,21,557
22,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,22,636
23,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,23,795
24,2022-11-16 10:44:06.936,2022-11-16 10:44:06.936,24,795
25,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,25,216
26,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,26,684
27,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,27,573
28,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,28,681
29,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,29,848
30,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,30,310
31,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,31,396
32,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,32,353
33,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,33,837
34,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,34,942
35,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,35,28
36,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,36,647
37,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,37,321
38,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,38,861
39,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,39,841
40,2022-11-16 10:44:06.937,2022-11-16 10:44:06.937,40,523
41,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,41,613
42,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,42,990
43,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,43,665
44,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,44,57
45,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,45,327
46,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,46,155
47,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,47,198
48,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,48,278
49,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,49,733
50,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,50,349
51,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,51,84
52,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,52,485
53,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,53,816
54,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,54,713
55,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,55,965
56,2022-11-16 10:44:06.938,2022-11-16 10:44:06.938,56,703
57,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,57,512
58,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,58,928
59,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,59,374
60,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,60,736
61,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,61,352
62,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,62,96
63,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,63,142
64,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,64,790
65,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,65,974
66,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,66,854
67,2022-11-16 10:44:06.939,2022-11-16 10:44:06.939,67,299
68,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,68,149
69,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,69,305
70,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,70,877
71,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,71,528
72,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,72,726
73,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,73,247
74,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,74,623
75,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,75,527
76,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,76,502
77,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,77,314
78,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,78,650
79,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,79,799
80,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,80,906
81,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,81,487
82,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,82,758
83,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,83,210
84,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,84,417
85,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,85,779
86,2022-11-16 10:44:06.94,2022-11-16 10:44:06.94,86,379
87,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,87,662
88,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,88,849
89,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,89,33
90,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,90,56
91,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,91,766
92,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,92,523
93,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,93,700
94,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,94,686
95,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,95,804
96,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,96,787
97,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,97,358
98,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,98,475
99,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,99,405
100,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,100,592
101,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,101,899
102,2022-11-16 10:44:06.941,2022-11-16 10:44:06.941,102,266
